BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93057.0567109 cm-1
	ZPE2 - ZPE1    :     -690.9218789 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
-9.951405e-07  2.051591e-03  1.331889e-04 -1.193866e-07  1.797859e-04 -4.077235e-06 -9.158931e-06 -2.564055e-04  4.448227e-04  7.904124e-05
 4.156064e-07  5.160044e-07  2.656097e-05 -1.542879e-05 -2.264208e-03 -3.827084e-05 
  MODE     137
 2.338738e-07 -1.275838e-06  3.506686e-08  4.357530e-07  8.988190e-06  3.873764e-07  2.080190e-06  2.265331e-06  3.957104e-06  3.859691e-05
 3.179143e-06 -1.200881e-05 -8.983939e-06 -5.675169e-05 -1.273920e-07 -9.094769e-06 -9.638033e-05  1.133366e-06  7.577436e-06 -3.793620e-06
-1.556929e-06 -2.579628e-05 -1.523032e-05 -3.162192e-05  3.747301e-05 -3.681210e-07  9.129013e-09 -6.806962e-05  6.355098e-06  1.113731e-05
 6.163381e-09  1.302172e-04  4.277727e-05  6.613156e-05  1.265553e-05  5.376487e-05 -3.700529e-05  3.128920e-05  4.175313e-05  3.872254e-05
 4.968472e-06 -1.582244e-05 -7.098760e-05  7.709373e-05 -3.619790e-06 -2.451914e-05 -7.588388e-06  6.931959e-07  4.762633e-06  8.502971e-05
-2.286911e-06 -5.146557e-06  8.454864e-07  4.158006e-06 -1.178492e-06  1.113487e-05  2.251240e-05  1.620226e-05  4.310578e-07  2.297391e-04
 2.830542e-06 -1.137583e-06 -4.312866e-07 -2.461969e-07 -1.254816e-06  6.679207e-04  4.518281e-06 -3.941466e-07  1.085639e-05  7.557414e-06
-1.546596e-03 -1.910445e-06 -4.346472e-06 -9.859442e-07 -2.145027e-07 -4.209317e-08 -2.040132e-08 -1.237066e-07 -2.383824e-05 -1.467976e-07
 9.978060e-07 -1.748111e-06  4.032321e-05 -1.456843e-08  1.963806e-07 -6.471503e-05 -8.683912e-07 -2.857302e-07  6.860791e-06 -4.936139e-06
-6.023597e-04 -7.304213e-04 -7.380053e-07  6.999218e-06 -3.215692e-07  2.798934e-07  5.963625e-05 -3.630297e-08  2.103953e-04  7.932527e-07
-5.275936e-07 -4.065888e-04  2.582871e-04 -4.113871e-04  9.917392e-06  5.036290e-06  4.076643e-06  4.784749e-04 -3.165382e-07  2.972963e-06
 1.853661e-06 -1.033737e-07 -4.091687e-04  1.212323e-08 -1.760124e-05  1.109518e-07  7.656380e-07  2.263675e-04  3.923054e-05  6.411423e-06
 6.083331e-04 -9.169405e-08 -2.806631e-07 -8.071877e-05 -3.892382e-07 -4.768128e-07 -8.741839e-04 -3.829924e-07 -1.064645e-05 -4.581591e-06
 2.792580e-04 -1.330381e-04 -8.403720e-08  4.134609e-04  3.892544e-06  3.712830e-08 -9.986336e-01  4.445031e-04  1.029856e-03 -6.216172e-03
-3.246916e-05  3.914890e-04  2.485643e-05 -1.849566e-05 -5.167135e-02 -5.500270e-04 -3.591777e-04  3.022333e-05 -3.696296e-04 -6.879250e-05
-3.024477e-06 -2.416540e-06  4.110530e-04 -5.818049e-05  4.079659e-04  9.245318e-06 
  MODE     138
 2.202985e-05 -3.250986e-04 -2.372552e-06  9.656602e-05  4.466621e-04  6.025882e-04  6.302714e-04  5.376772e-04  6.850059e-05 -1.773582e-03
-8.562900e-04 -3.044927e-03 -1.118003e-03 -1.044712e-03 -1.905211e-05  3.018724e-04 -4.273132e-04 -4.800372e-04  1.231610e-03 -3.495650e-04
-2.905053e-04 -2.656235e-04 -2.892077e-04 -3.822874e-03  1.930898e-04 -4.875957e-05  1.134718e-06 -8.367408e-03  1.706677e-03  1.361972e-03
-3.854875e-05 -1.293592e-03 -3.383602e-04  5.937157e-03  3.097656e-03  6.824681e-03  3.006502e-04  7.730432e-03 -3.273522e-04 -3.071835e-04
-2.363444e-03 -4.449834e-03 -1.652813e-03  9.518057e-03 -1.387125e-03 -1.321364e-03 -1.514761e-03  1.445472e-04 -2.305575e-05 -1.998156e-03
 3.366863e-04 -6.645745e-04 -3.089286e-06  5.537682e-04  1.158807e-05  1.376645e-03  3.012601e-03 -3.021976e-04 -1.544769e-05 -6.193058e-04
 6.763129e-04  6.756682e-06  1.906890e-06 -2.361589e-05  4.603202e-06 -4.955473e-04  5.600969e-04  2.983538e-07  1.431271e-03 -1.468858e-04
-3.506543e-04 -2.244739e-04 -1.184728e-03 -5.492232e-05  7.272994e-07  5.346466e-07 -3.941409e-06 -2.995058e-07 -3.199062e-05  5.302387e-05
-2.986982e-05 -1.955921e-04 -1.429138e-04 -5.377432e-04 -1.181459e-04  4.590241e-05 -1.562267e-04  1.613341e-04 -9.173871e-04 -1.163428e-03
 1.169197e-04  2.310903e-05  3.496165e-04  1.185783e-05  5.807496e-06  2.516177e-05 -5.640140e-05  1.050091e-04 -1.116763e-04 -2.785419e-04
-2.808056e-04  6.103488e-05 -7.910232e-05 -7.561295e-05  2.441085e-03  1.678643e-03 -3.667154e-04  7.938877e-05  3.092730e-04 -3.352524e-04
 4.350657e-04  4.894781e-04  2.395153e-04  9.889332e-04 -1.035520e-04 -8.379352e-04  1.208290e-04  2.496184e-05 -1.157409e-03  1.544013e-03
-2.198348e-04 -5.148367e-04 -4.841727e-04 -4.726843e-06 -5.374408e-04 -3.195773e-04  5.022196e-05 -1.311665e-03 -1.832515e-03  9.549933e-06
 4.766328e-06 -1.409000e-06 -1.332092e-04  2.734103e-05  4.473657e-07  1.233997e-03 -4.432259e-04 -9.992699e-01  7.825137e-06  1.380563e-04
-1.835281e-02  5.576450e-05 -8.613406e-04 -1.507954e-04 -3.375620e-05 -4.753399e-04  7.630220e-04 -2.332829e-07 -5.094554e-05  2.857562e-04
-3.284967e-02  2.289044e-03  6.254099e-05  6.958678e-04  9.303990e-06 -5.333619e-04 
  MODE     139
 3.087276e-06 -5.315073e-05 -6.141322e-07  1.563941e-05  7.729327e-05  1.090398e-04  1.055486e-04  8.575924e-05 -1.218188e-05 -3.360326e-04
-1.226663e-04 -4.941861e-04 -1.546511e-04 -1.897488e-04 -5.610003e-06  1.073210e-04 -5.471127e-05 -9.574455e-05  1.901096e-04 -3.976582e-05
-6.334257e-05  9.741991e-05 -1.163578e-04 -5.231279e-04  8.707160e-06 -7.047451e-06  2.209931e-07 -1.158736e-03  2.749860e-04  1.886568e-04
-5.354974e-06 -2.205578e-04 -3.082118e-04  1.086077e-03  5.174677e-04  9.469791e-04  2.653441e-04  1.273884e-03 -2.963461e-04 -2.785586e-04
-3.781562e-04 -6.405980e-04 -4.252853e-04  1.322561e-03 -1.492865e-04 -2.688983e-04 -3.068433e-04  3.107701e-05 -3.064161e-05 -2.464997e-04
 7.314886e-05 -9.165839e-05 -5.314915e-06  7.697705e-05  1.115879e-05  1.914177e-04  4.239681e-04 -1.465273e-04  1.767139e-05 -4.210516e-04
 1.132067e-04  7.456046e-06  2.056565e-06 -2.747684e-06  6.047335e-06  4.572179e-05  7.771405e-05  1.972971e-06  2.000327e-04 -6.867518e-05
-8.434407e-05 -3.111377e-05 -1.749483e-04 -7.596081e-06  1.321706e-06 -9.011145e-07 -1.471852e-06  2.418817e-07  9.564508e-04 -4.706385e-06
-1.091564e-05 -2.597742e-05 -3.278791e-04  3.277321e-06  6.727772e-06 -3.515918e-04 -3.318550e-05 -9.761998e-06 -1.822054e-04 -1.875531e-04
 6.026687e-05  7.599850e-05 -2.289503e-05 -6.389409e-06  2.783339e-06  1.532821e-05 -1.998585e-04 -4.699253e-06 -5.964216e-05  3.787436e-05
-3.076196e-05  1.499954e-05 -5.589101e-05 -2.816793e-05  4.082701e-04  3.085400e-04  6.596908e-05 -1.498770e-04 -1.333092e-05 -4.931096e-05
 7.117713e-05  1.500435e-06  2.849399e-04 -2.694633e-06  3.462995e-04  1.035717e-06  3.701760e-05 -7.829163e-05 -2.204544e-04  2.462222e-04
-8.781495e-05 -9.399990e-06 -9.520606e-06 -1.035972e-04 -1.424855e-05 -1.678428e-05  1.478547e-04 -1.557167e-06 -3.095427e-04 -1.649551e-05
-3.373297e-04 -1.295145e-03  1.992065e-06  4.511977e-05 -1.862748e-03 -9.799252e-07  4.944341e-04 -4.050574e-06 -1.067505e-02 -8.769097e-03
-7.031930e-06  9.945011e-01  6.714789e-02 -6.699611e-05 -8.713433e-04 -3.145488e-03 -2.118668e-03  1.956466e-03  4.110999e-02  7.413063e-03
 3.831595e-06 -4.143680e-06  7.365926e-04 -9.865693e-05  6.704803e-02  1.295974e-03 
  MODE     140
-3.461040e-06  6.007950e-05  5.043483e-07 -1.665714e-05 -8.396037e-05 -1.124765e-04 -1.112852e-04 -9.171202e-05  5.729204e-06  3.406449e-04
 1.351341e-04  5.268290e-04  1.728502e-04  1.970600e-04  2.921450e-05 -9.595232e-05  8.078409e-05  9.623521e-05 -2.052635e-04  4.764263e-05
 4.006406e-05 -5.996705e-05  5.527636e-05  5.867896e-04 -3.736638e-05  7.373568e-06  1.775735e-07  1.294603e-03 -2.862495e-04 -2.108480e-04
 5.933238e-06  2.438360e-04  2.487789e-04 -1.119499e-03 -5.531115e-04 -1.057786e-03 -2.151176e-04 -1.356779e-03  2.396622e-04  2.251001e-04
 4.461043e-04  7.010179e-04  3.127505e-04 -1.476038e-03  1.838013e-04  2.491843e-04  2.973718e-04  9.278469e-05  2.423669e-05  3.772484e-04
-7.266203e-05  1.029919e-04  4.079452e-06 -8.585932e-05 -8.941096e-06 -2.135258e-04 -4.705403e-04  1.248121e-04  3.180165e-04  1.179721e-04
-2.375234e-04 -5.905841e-06 -1.411753e-06  3.271784e-06 -4.931322e-06  9.341455e-05 -8.665945e-05 -1.524892e-06 -2.231634e-04  5.938353e-05
 6.639462e-05  3.476609e-05  1.741024e-04  8.472196e-06 -1.059940e-06 -9.963873e-07 -2.823942e-07 -2.590627e-07  4.541444e-06 -9.627433e-04
 9.503585e-06  2.925088e-05  2.777586e-05  6.764054e-05 -4.318199e-04 -7.735044e-06  3.678835e-05 -8.079320e-05  1.713929e-04  1.839582e-04
-2.226835e-05 -4.493372e-06  1.050988e-04 -2.959720e-06 -1.247509e-05  3.856601e-05  1.100655e-05 -1.631284e-04  2.125588e-05 -2.779012e-05
 2.225772e-04 -1.145293e-05  1.513387e-05  1.431870e-05 -4.160176e-04 -3.181243e-04  1.336109e-04 -1.505859e-05 -2.104854e-04  6.285374e-05
-8.839964e-05 -2.811501e-04 -4.604045e-05  3.239291e-04  1.862348e-05  9.744306e-05 -1.883850e-04 -4.685081e-06  2.186025e-04 -2.537321e-04
 4.191838e-05 -2.274205e-04  1.404787e-04  1.121186e-06  1.579785e-04 -2.104713e-04 -9.817463e-06  6.791792e-05  3.252779e-04  1.310193e-05
 3.061446e-08  2.415187e-06  1.215931e-03 -5.361586e-06  2.793678e-06 -1.534499e-03 -1.512114e-06 -9.481483e-04  1.800918e-05  3.302191e-05
-1.007988e-04 -6.715162e-02  9.945626e-01 -1.225731e-02 -8.426931e-06  2.031259e-03 -3.203474e-03 -8.289650e-06 -7.397754e-03  4.118438e-02
 1.730871e-03 -2.022157e-03 -1.020024e-04 -7.641132e-04 -1.318465e-03  6.637350e-02 
  MODE     141
-7.110296e-07  1.217213e-05  1.576665e-07 -3.577814e-06 -2.387918e-05 -2.513573e-05 -2.423215e-05 -1.959943e-05  3.202747e-06  7.150384e-05
 2.627347e-05  1.131897e-04  3.499057e-05  1.422765e-04  1.265366e-06 -2.551798e-05 -2.694238e-05  2.229782e-05 -4.321826e-05  8.772769e-06
 1.446903e-05 -2.434140e-05 -2.239316e-04  1.176987e-04  1.939250e-04  1.502435e-06  5.980742e-09  2.618387e-04 -6.287922e-05 -4.273949e-05
 1.187804e-06  3.230852e-05  7.463843e-05 -1.831447e-04 -1.185087e-04 -2.141719e-04 -6.397319e-05 -2.918707e-04  7.148534e-05  6.726258e-05
 1.592953e-04  1.467220e-04 -7.846161e-05 -2.986673e-04  3.420597e-05  4.972761e-05  7.023984e-05 -7.201198e-06  7.475229e-06 -6.387986e-04
-1.706875e-05  2.081090e-05  1.410698e-06 -1.738678e-05 -2.698817e-06 -4.340374e-05 -9.594668e-05  3.471615e-05 -3.911374e-06  8.447065e-05
-2.596017e-05 -1.736143e-06 -4.534120e-07  6.139816e-07 -1.687066e-06  1.404527e-03 -1.756406e-05 -5.089719e-07 -4.532359e-05  1.641282e-05
 7.735743e-04  7.386075e-06  3.976478e-05  1.706830e-06 -7.113274e-07 -8.581732e-09  9.768891e-08 -4.754577e-08  3.761051e-04  1.072961e-06
 2.495243e-06  5.800024e-06  1.606679e-03 -6.784081e-07 -1.880905e-06 -5.528506e-04  7.111878e-06  2.474800e-06 -9.104424e-06  4.472726e-05
-6.866691e-05 -8.196797e-05  5.256959e-06 -1.267947e-05  1.812559e-07 -3.301482e-06  2.490442e-04  8.737431e-07  3.128694e-04 -8.592552e-06
 7.624025e-06 -7.146550e-04 -5.005485e-04  1.972234e-05 -9.449710e-05 -1.005850e-04 -1.523609e-05  8.391947e-05  2.662194e-06  6.965101e-05
-1.555486e-05 -5.163235e-07 -2.607820e-04  6.125882e-07  7.317278e-05 -2.960409e-07 -8.624334e-06  1.032599e-04  1.122244e-04 -5.602506e-05
 7.472515e-04  2.256695e-06  2.193495e-06 -8.804628e-07  3.304007e-06  3.901329e-06 -1.626130e-03 -2.495671e-07  5.994048e-05 -1.105209e-05
-3.406621e-03  5.277661e-04  4.385795e-07 -5.430730e-04 -3.770006e-04  8.697436e-07  1.094688e-03  4.729596e-06  9.994546e-01 -7.472773e-03
 4.714014e-05  1.051972e-02  6.836544e-04 -6.707572e-04 -1.850124e-04 -4.156783e-03 -2.715123e-03 -2.959086e-02  1.680930e-03  2.956857e-04
 1.263791e-05  1.323576e-04  1.117883e-03 -1.644324e-04  9.130557e-04  2.420343e-05 
  MODE     142
-3.805145e-07  1.064278e-05  2.454076e-07 -3.053950e-06  1.631680e-05 -2.389778e-05 -2.126971e-05 -1.717046e-05  4.961091e-06 -7.907268e-07
 3.237751e-06  9.904874e-05  2.732780e-05  7.334414e-05  1.172249e-06 -3.025889e-05 -1.191057e-04  2.121490e-05 -3.411270e-05  6.874331e-06
 1.268411e-05 -4.218151e-05 -1.362283e-04  9.168297e-05 -3.839118e-04  1.189607e-06  2.883418e-08  2.016694e-04 -5.534699e-05 -3.287664e-05
 1.023884e-06  2.523185e-04  9.825502e-05 -2.020299e-04 -1.038074e-04 -1.689918e-04 -8.741748e-05 -2.552651e-04  9.720677e-05  9.014029e-05
 4.786250e-04  1.284570e-04  3.813917e-04 -2.305436e-04  2.995252e-05  2.018938e-04  6.158729e-05 -6.332914e-06  9.327653e-06  9.971520e-05
-1.855655e-05  1.663545e-05  2.019170e-06 -1.327563e-05 -3.872691e-06 -3.318129e-05 -7.716445e-05  4.574385e-05 -3.330277e-06 -3.816574e-04
-2.304266e-05 -2.588724e-06 -8.116107e-07  5.391276e-07 -2.068592e-06  2.723829e-04 -1.310515e-05 -8.891257e-07 -3.633337e-05  2.162886e-05
-1.334562e-03  5.268650e-06  3.465104e-05  1.260997e-06 -3.799923e-07 -9.049839e-08  5.529214e-08 -1.076413e-07  1.266249e-04  6.139669e-07
 3.252013e-06  4.455749e-06  4.536426e-04 -3.843546e-07 -1.282642e-06 -5.351144e-05  6.457449e-06  1.714782e-06  2.252641e-04  3.107783e-05
 9.006554e-05  6.844589e-04  4.735126e-06  8.495773e-05 -5.265482e-06 -3.021761e-06  3.320561e-04  1.151332e-06  8.201205e-05 -8.651320e-06
 6.217956e-06  6.649288e-04 -3.682058e-04  2.258291e-03 -7.849574e-05  3.030453e-05 -1.860678e-05 -1.149664e-03  2.708722e-06 -1.660216e-04
-1.584898e-05 -2.162083e-07  6.837474e-04 -2.813804e-07 -2.157725e-04  1.795415e-07 -8.443855e-06 -3.397598e-04 -3.201010e-05 -4.998240e-05
-9.105349e-04  9.020097e-07  2.435057e-06 -1.741838e-04  3.414939e-06  2.724181e-06 -4.144670e-04 -1.975014e-07  1.734471e-04  1.540184e-04
 2.664127e-04 -1.515225e-04 -5.510688e-08  3.700120e-05 -5.876167e-05 -3.316196e-07  3.982474e-03 -5.637256e-05 -7.666762e-03 -9.947401e-01
-4.575591e-03 -8.777952e-03 -5.653320e-04 -1.603728e-04  4.397163e-02 -7.370116e-02 -4.811565e-02  3.551797e-03 -1.551040e-02 -2.772721e-03
 1.036951e-05 -5.032863e-06  1.695163e-02 -2.393232e-03  4.505597e-03  7.642411e-05 
  MODE     143
-4.845161e-05  7.109956e-04  5.053407e-06 -2.089162e-04 -9.635132e-04 -1.301644e-03 -1.359225e-03 -1.162047e-03 -1.499425e-04  3.824573e-03
 1.851147e-03  6.569476e-03  2.414859e-03  2.253400e-03  6.800181e-05 -6.477056e-04  9.216455e-04  1.038374e-03 -2.660057e-03  7.549132e-04
 8.525704e-04  5.908348e-04  6.238747e-04  8.257127e-03 -4.161347e-04  1.055282e-04 -2.395441e-06  1.807528e-02 -3.666154e-03 -2.942178e-03
 8.285941e-05  2.790120e-03  7.149458e-04 -1.280612e-02 -6.901364e-03 -1.473771e-02 -6.271597e-04 -1.696672e-02  6.843019e-04  6.463026e-04
 5.097556e-03  8.552147e-03  3.564375e-03 -2.056061e-02  2.237062e-03  2.851013e-03  4.227064e-03 -3.447218e-04  4.894665e-05  4.310140e-03
-7.232371e-04  1.434133e-03  6.587667e-06 -1.195946e-03 -2.490069e-05 -2.973807e-03 -6.504277e-03  6.395752e-04 -2.574520e-04  1.336093e-03
-1.649063e-03 -1.337621e-05 -3.787988e-06  5.164268e-05 -1.007645e-05  1.068785e-03 -1.209817e-03 -1.172705e-06 -3.091547e-03  3.117076e-04
 7.569629e-04  4.849604e-04  2.291403e-03  1.183097e-04 -1.539195e-06 -1.294996e-06  8.138728e-06 -3.662749e-07  6.838487e-05  7.922529e-05
 6.502668e-05  4.233194e-04  3.079725e-04 -9.081739e-06 -7.090968e-05 -9.869580e-05  4.601103e-04  9.882356e-05  1.981946e-03  2.595411e-03
-2.519432e-04 -4.999712e-05  4.365774e-04 -1.019690e-05  2.377845e-04 -2.082034e-04  1.212067e-04  6.607140e-05  2.412223e-04 -6.909677e-04
 5.614587e-04 -1.321254e-04  1.710027e-04  1.617661e-04 -5.493272e-03 -3.612781e-03 -9.308412e-04 -1.613458e-04  1.891158e-04  7.281578e-04
-1.257915e-03 -3.369822e-05 -5.170839e-04  1.341603e-04  2.227752e-04  1.874222e-04 -3.915156e-04 -5.406244e-05  2.499831e-03 -3.573295e-03
 4.743437e-04 -4.269455e-06  2.340155e-05  9.354343e-06  8.103761e-05  1.802920e-04 -1.072275e-04 -1.029356e-04  4.813259e-03 -6.489517e-04
-9.904948e-06  3.446510e-06  5.996280e-08 -5.912043e-05  2.519269e-06  1.380557e-05  2.747093e-06  8.228736e-04 -3.634169e-05  9.748269e-04
-9.634845e-02  1.918812e-04 -3.936148e-03 -2.326281e-02 -1.066468e-05  5.361003e-01 -8.319863e-01 -3.658181e-05  8.252603e-04 -4.948940e-03
 5.077590e-04  2.532124e-05 -1.379695e-02 -1.021678e-01  2.354040e-05  2.016723e-04 
  MODE     144
-6.819394e-06  1.407841e-05 -2.913707e-06 -6.517190e-06  6.327909e-05  9.384618e-05  5.110956e-06 -4.162764e-05 -2.557565e-04 -4.056901e-04
 2.275499e-04  1.429650e-04  3.448440e-04 -1.918785e-04  2.105503e-06  6.220131e-04 -8.533807e-05 -1.706319e-04 -1.690737e-04  1.993187e-04
 2.131214e-05  1.548593e-03 -5.172671e-05  1.240491e-03  1.015893e-04  1.442103e-05 -1.772221e-06  2.570632e-03 -5.869135e-05 -4.180279e-04
 1.119492e-05 -2.448913e-04 -2.744012e-03  1.051733e-03 -1.531365e-04 -2.068687e-03  2.353785e-03 -3.865196e-04 -2.642413e-03 -2.481368e-03
-4.691527e-04  1.991628e-04 -3.776246e-04 -2.877326e-03  4.193794e-05  1.540149e-05  9.180882e-05 -9.842096e-06 -2.922776e-04 -3.411025e-04
 1.931983e-04  2.062038e-04 -5.244939e-05 -1.670145e-04  1.001951e-04 -4.150585e-04 -8.507511e-04 -1.047338e-03 -5.488495e-06 -8.239936e-05
-3.634851e-05  6.945875e-05  2.344323e-05  7.646976e-06  5.629684e-05 -1.314362e-04 -1.709209e-04  2.014544e-05 -4.175279e-04 -4.856913e-04
 3.526824e-05  6.881901e-05  5.838049e-05  1.678464e-05  1.322664e-05 -1.092823e-06  1.305888e-06  2.373660e-06 -6.272665e-05  8.582089e-07
-6.260451e-05  7.408010e-05 -5.659800e-05 -1.267618e-06 -2.575918e-06  1.361076e-05  1.099717e-05  3.399733e-06 -1.028792e-04  6.085614e-05
 2.610066e-05 -5.448312e-05  7.532488e-06  2.613977e-04 -1.697465e-05 -5.372999e-06 -6.669470e-05  9.971025e-07 -1.363248e-05 -1.256166e-05
 1.013079e-05 -1.523296e-05  4.665764e-05 -1.874242e-04 -1.110732e-04  2.321039e-04 -2.386749e-05  1.222696e-04  5.204968e-06  2.953974e-04
-1.638791e-05 -1.973294e-06 -1.534887e-05  1.190794e-06 -1.421311e-05 -1.350227e-06 -1.270894e-05  1.968484e-05  8.542941e-05 -7.283931e-05
 2.361284e-05  3.483052e-06  4.322486e-06  2.387037e-05  5.451963e-06  5.711914e-06  5.665494e-05  1.114059e-06  5.640744e-04  6.521570e-04
 1.650331e-05  1.403135e-05 -4.655164e-08  3.964211e-06  6.597719e-06 -1.461958e-06  5.611805e-05  4.258674e-07 -4.609988e-03  8.951216e-02
 7.644297e-04 -2.958377e-03 -2.270936e-04  9.054703e-05  1.439069e-03 -8.327958e-01 -5.366620e-01 -9.413125e-03 -1.599633e-03 -2.950547e-04
-1.092648e-05  1.135515e-05  1.005297e-01 -1.352953e-02 -8.185393e-04  8.404505e-06 
  MODE     145
-3.412257e-05  5.365502e-04  3.659179e-06 -1.485057e-04 -6.881453e-04 -9.293764e-04 -9.688549e-04 -8.272437e-04 -1.020151e-04  2.733729e-03
 1.314871e-03  4.730331e-03  1.714679e-03  1.609559e-03  5.875290e-05 -4.735708e-04  6.584241e-04  7.431780e-04 -1.892907e-03  5.342446e-04
 5.679122e-04  3.913232e-04  4.458690e-04  5.861802e-03 -2.973152e-04  7.489609e-05 -1.734610e-06  1.283411e-02 -2.581007e-03 -2.089347e-03
 5.881820e-05  1.992696e-03  5.622675e-04 -9.147270e-03 -4.787504e-03 -1.046526e-02 -4.922152e-04 -1.222205e-02  5.383645e-04  5.082138e-04
 3.641228e-03  5.735880e-03  2.546526e-03 -1.460057e-02  7.926703e-04  2.035487e-03  3.444005e-03 -8.307329e-04  4.010311e-05  3.079029e-03
-5.191555e-04  1.018644e-03  5.693887e-06 -8.493263e-04 -1.978864e-05 -2.111797e-03 -4.619775e-03  4.761802e-04  1.208878e-04  9.542503e-04
 8.234569e-05 -1.111206e-05 -3.285046e-06  3.638768e-05 -8.203252e-06  7.636052e-04 -8.588173e-04 -1.496916e-06 -2.194774e-03  2.312173e-04
 5.407327e-04  3.442499e-04  2.113912e-03  8.386540e-05 -1.381994e-06 -7.529390e-07  6.054232e-06 -3.138052e-07  4.898599e-05  1.031565e-04
 4.680999e-05  2.998351e-04  2.200494e-04 -3.848426e-04 -2.766117e-04 -7.074990e-05  3.778434e-04  1.649187e-04  1.406482e-03  1.603874e-03
-1.798720e-04 -3.547627e-05 -1.081493e-03 -2.115872e-05 -5.881716e-05  1.290800e-04  8.636415e-05 -2.916714e-04  1.716894e-04  1.234095e-03
-1.152883e-03 -9.418947e-05  1.214844e-04  1.143249e-04 -3.969772e-03 -2.578745e-03 -2.875227e-04 -1.176668e-04  4.174351e-04  5.195220e-04
-9.205923e-04 -1.090454e-04 -3.694722e-04 -8.739020e-04  1.585817e-04 -1.972077e-03 -1.504841e-03 -3.943134e-05  1.783383e-03 -2.383629e-03
 3.392187e-04  1.279526e-03  1.088938e-03  7.564825e-06  1.327935e-03  6.300469e-04 -7.850803e-05  1.195927e-03  2.824051e-03 -1.531010e-05
-6.672038e-06  2.250751e-06 -6.642244e-05 -4.201750e-05  1.547030e-06 -7.873118e-05 -1.483821e-05 -1.827666e-02 -6.084947e-05 -4.557546e-03
 9.942161e-01 -1.923314e-05 -3.034408e-04  3.276128e-02  4.169465e-05  5.318004e-02 -8.190986e-02  9.873189e-06 -3.541945e-03  2.008486e-02
-1.659511e-03  3.543464e-03 -4.944509e-05 -6.342626e-04  1.051054e-04 -6.447354e-03 
  MODE     146
 1.214427e-07 -1.371763e-06 -1.332568e-08  4.287559e-07  3.187739e-06  1.870275e-06  2.476862e-06  2.365850e-06  1.699262e-06  8.021298e-06
-1.499759e-06 -1.281702e-05 -6.387626e-06 -1.114980e-05 -1.379775e-07 -2.493561e-06  5.466908e-07 -6.201725e-07  5.920321e-06 -2.529887e-06
-1.624103e-06 -9.872682e-06  1.151037e-05 -2.219353e-05  6.111792e-05 -2.307613e-07 -1.905333e-08 -4.777008e-05  7.027845e-06  7.841597e-06
-1.491251e-08 -1.649041e-05  1.529434e-05  9.696674e-05  1.346407e-05  3.869772e-05 -1.255592e-05  3.318654e-05  1.428491e-05  1.360428e-05
 2.519566e-04 -1.681990e-05  1.425554e-04  5.396832e-05 -3.926666e-06  3.812423e-05 -8.011282e-06  6.951389e-07  1.883778e-06 -1.209987e-04
 2.256215e-07 -3.762791e-06  3.185617e-07  2.892750e-06  2.066569e-07  7.776889e-06  1.669605e-05  4.864434e-06  4.146474e-07 -2.250083e-04
 2.911276e-06 -3.155399e-07 -1.548411e-07 -1.116451e-07 -1.612802e-07 -3.284422e-04  3.040245e-06 -3.431657e-07  8.007377e-06  2.261379e-06
 3.820480e-04 -1.308645e-06 -4.483109e-06 -5.862017e-07 -1.158341e-07 -3.771756e-08 -2.626183e-09  3.652595e-08  3.308212e-05 -1.175970e-07
 2.813536e-07 -1.195826e-06  1.296874e-04  3.519816e-07  2.291640e-07 -6.602449e-05 -9.058652e-07 -2.867509e-07 -1.375379e-05 -4.541643e-06
-6.287702e-04 -6.697294e-04 -1.742620e-07 -1.023234e-07  3.515301e-08  6.512746e-07 -3.360031e-04  9.896429e-09 -5.463046e-04  1.257134e-06
-9.290695e-07  2.229561e-04 -1.221633e-04  1.387947e-04  1.011656e-05 -1.233747e-06 -4.497507e-07 -4.240785e-04 -3.637001e-07  1.169718e-05
 2.108344e-06  1.493178e-07  3.861375e-04  7.526063e-08 -1.106356e-05  1.058658e-07  1.373653e-06 -4.196679e-04 -4.520770e-05  6.126935e-06
-7.173276e-04 -4.702509e-07 -3.538932e-07  4.102710e-05 -3.580419e-07 -4.107350e-07 -4.025448e-04  4.451564e-08 -2.472564e-06  7.099456e-06
