BEGIN_BASIC_INFO
  52  # num of atoms 
 156  # num of modes 
END_BASIC_INFO

BEGIN_DATA_1
  BEGIN_DESCRIPTION_1

                 2         2
                  2       2
                   2     2
               D2  |2   2
                   | 222
                   |  |
                   |  |
              1    |  | 1
               1   |  |1
                1  |  1
                 1 | 1  D1
                  111

    Q1 = S(1 <- 2) Q2 + D2
    Q1 = S2        Q2 + D2
    Q2 = S(2 <- 1) Q1 + D1
    Q2 = S1        Q1 + D1
    n              : index of mode, from 1 to 3n
    m              : index of mode, from 1 to 3n-6
    sym            : irreducible representation
    freq   (cm-1 ) : frequency
    D      (a.u. ) : displacement of mode
    delta  ( 1   ) : dimensionless projection, delta = D * SQRT(freq)
    HR     ( 1   ) : Huang-Rhys factor, HR = 0.5 * delta^2 
    lam    (cm-1 ) : reorganization energy, lam = HR * \hbar * freq
	ZPE1 (Ground ) :   93747.9785898 cm-1
	ZPE2 (Excited) :   93273.3384473 cm-1
	ZPE2 - ZPE1    :     -474.6401425 cm-1
  END_DESCRIPTION_1
  BEGIN_OUTPUT_1
============================================================================================================================================
   n   m sym1   freq1         D1     delta1        HR1       lam1 sym2   freq2         D2     delta2        HR2       lam2    g    e   S(g,e)
 2.914903e-02 -1.272426e-02 -1.191957e-03 -1.745442e-03  2.074539e-02 -4.652439e-03 -6.409178e-02 -2.166472e-02 -1.722920e-02 -1.681634e-01
 2.394064e-01  3.843191e-02 -7.473878e-03 -2.102467e-02  1.491055e-03  1.956440e-03 -6.668989e-04  3.036224e-04 -1.760354e-03  3.702867e-03
-1.522772e-02 -1.115392e-02 -3.145891e-03  7.168520e-03  9.365806e-03  6.085938e-03  2.295472e-03 -4.822968e-03  3.802431e-02 -4.260861e-02
-5.222599e-03 -2.013174e-02 -8.022759e-04 -2.761676e-03  3.235546e-03  3.827161e-03 -2.500219e-03 -7.931887e-04  9.623211e-03 -5.379236e-03
-2.882298e-03 -9.460702e-04  1.546309e-02 -2.377495e-02 -2.235928e-03 -7.609279e-02 -8.761394e-02 -3.326661e-03  2.538450e-03  1.666107e-02
 1.502203e-02 -8.234495e-03 -6.952864e-03 -6.743283e-03  1.531058e-03  1.328521e-03 -1.228248e-02  5.697266e-02  5.148791e-02  1.198008e-03
 2.045175e-03  2.189684e-03 -1.538952e-03 -9.141184e-03  1.853083e-02  4.484180e-03 -1.145026e-03  5.538446e-02 -4.856132e-02  5.939720e-03
 2.934301e-04  1.513514e-04 -3.495324e-03 -4.866752e-04  9.937947e-05 -1.603515e-04 -3.330922e-05  1.564012e-05  3.841077e-06 -3.346506e-06
-5.013769e-05  2.668749e-04 -1.072909e-03  8.850656e-04  9.682270e-05 -5.911734e-05  1.068887e-04  1.153130e-05 -1.442649e-05 -1.524484e-03
 1.777062e-03 -4.525228e-05 -1.649403e-04  1.533916e-06 -7.786704e-06 -1.111265e-04 
  MODE      33
 7.068472e-04 -5.081649e-07 -8.908818e-05 -9.821959e-05  2.338994e-04 -7.525092e-04 -9.090229e-04  4.592299e-04 -2.621187e-03  1.252904e-03
 3.528956e-04 -1.025468e-03 -2.359974e-04  1.498599e-04  7.316506e-06  1.190866e-03 -8.415621e-03  7.366811e-03  2.632021e-03 -7.212961e-03
 1.445916e-04  2.405450e-02 -3.086784e-03 -2.942726e-03 -2.210660e-02  9.005317e-05 -3.474060e-05 -6.652572e-03  3.237909e-04  4.734440e-04
 1.048537e-03 -2.353443e-03  9.995722e-01 -1.798932e-03 -7.181851e-03  1.104183e-03  2.706877e-03  8.434920e-03  4.484692e-03 -1.117897e-03
 3.674169e-03 -1.275668e-03  1.925936e-02 -2.474711e-04 -1.054510e-03 -7.229230e-04 -1.041913e-02  1.339202e-03 -1.004930e-04 -3.146099e-02
 1.674542e-03 -3.289443e-03  2.734255e-04  1.286663e-03  2.093642e-04  5.651025e-03  3.546004e-03 -4.617937e-03  6.138588e-05 -1.892123e-04
 1.340607e-02 -2.536282e-04  2.447272e-05 -3.581535e-05  2.221772e-02 -3.214308e-04 -1.250803e-03 -1.758839e-04 -8.401148e-03 -2.706537e-03
 1.504934e-03  3.431025e-04 -1.666746e-04 -4.420208e-04  6.886008e-06  4.262489e-05 -7.765229e-04  2.104699e-06 -2.176233e-05  5.545821e-05
-9.264368e-05 -1.616063e-04 -2.880153e-05 -9.566564e-03  8.398598e-05  5.616246e-05 -4.547692e-03 -4.457021e-05  4.438131e-04 -3.645220e-04
-1.005211e-02 -1.819353e-04  1.608551e-02 -2.635874e-04  2.766623e-05  3.535582e-05 -2.247165e-05  2.806250e-04  8.950272e-05 -1.304750e-03
 1.297995e-02 -1.135794e-02  1.365887e-04 -2.140990e-04 -1.986891e-03 -6.618185e-04 -7.432256e-04 -3.137899e-05  1.013138e-02  1.469476e-04
 1.476389e-03  2.944566e-03 -6.833504e-05 -5.997999e-05  2.224483e-02  9.476076e-06  4.508841e-03  1.409898e-03  3.060522e-04  1.241947e-05
 1.931953e-05  1.942554e-05  3.901265e-03 -8.483972e-05  8.755279e-03  4.312715e-05 -1.063555e-05  4.706500e-04 -2.665299e-04  7.608870e-03
-8.194012e-04  1.488792e-06 -1.602325e-02  1.075127e-02  2.199575e-06 -1.008438e-03 -8.295841e-04 -8.025297e-08  2.866802e-05 -9.754264e-08
-8.353034e-06  3.774420e-04 -9.364348e-06 -3.867071e-05  5.804891e-07 -1.038286e-03  1.008515e-06 -1.625676e-04  5.507608e-07  1.059157e-04
 1.355682e-05 -1.962276e-07 -3.024607e-03 -6.486176e-05  2.833387e-08 -1.053418e-06 
  MODE      34
 6.831968e-04  2.330990e-05 -1.335868e-04  2.613067e-04 -2.718698e-05  3.653465e-03 -1.401699e-03 -2.301620e-03 -3.130234e-03  1.221064e-04
-8.109341e-04 -1.063717e-03 -2.292594e-05  8.873429e-05 -8.557529e-03 -5.105810e-03  4.544137e-05  8.045462e-03 -8.733163e-03 -7.803135e-03
-7.641186e-03 -5.373546e-05  6.828846e-03 -1.879376e-03 -3.392505e-05  5.806572e-05 -4.650634e-05 -8.437399e-03 -1.699987e-02 -5.364628e-05
-1.689297e-04  1.714287e-02  1.660165e-04  8.092781e-03  2.840768e-03 -1.000000e+00  4.413338e-02  5.446656e-03 -8.619862e-03  1.102199e-02
-3.095232e-04  1.665785e-03 -2.007772e-04  7.886332e-03  1.492177e-04 -3.317448e-03 -1.229561e-02 -5.167359e-03 -3.532242e-02  2.068679e-04
-3.841236e-03 -2.701152e-03 -1.339851e-03  1.422635e-03 -7.836985e-04  4.134192e-03 -7.358099e-03 -4.855620e-03  9.794698e-03 -4.616231e-03
 2.695290e-05  6.720563e-04 -6.958660e-05 -3.335460e-05  1.231735e-05  9.143816e-04 -1.446536e-03  4.956493e-04 -2.593067e-05 -2.146642e-03
-3.099464e-03  1.871169e-03 -1.655504e-04 -4.355016e-04 -3.117711e-05  4.336095e-05 -2.318033e-06  3.106035e-03  4.556899e-05 -1.046700e-04
 1.551955e-04 -1.071859e-04 -1.463916e-03  2.086328e-05  1.029610e-03  7.310586e-03  6.858163e-06 -1.448494e-02  1.086188e-04 -1.284759e-04
 3.107390e-07 -1.047412e-03 -2.446570e-05 -7.797577e-06 -1.975883e-04 -1.798406e-03 -8.435606e-04 -4.618594e-07  4.988615e-03 -6.524367e-06
-2.063823e-05 -8.119828e-06  1.125755e-02  6.249138e-03  7.394875e-06 -2.568123e-04 -3.434147e-04 -2.273074e-03 -2.874699e-05  1.863254e-04
 3.441326e-05 -5.465354e-06  2.076644e-03 -6.766134e-03 -2.825982e-06  1.009676e-02 -3.791879e-05  1.563536e-04 -2.657593e-05 -2.201386e-03
-1.199677e-03  1.395888e-03 -6.621863e-07  5.818756e-03 -1.601322e-06  8.960491e-03  9.041623e-03  2.060680e-04 -1.672281e-04 -2.564331e-06
-3.443231e-09 -3.987693e-03  1.827677e-05 -7.243674e-06  1.076531e-05  3.231569e-06  1.448332e-06  3.837896e-04  1.652311e-07  6.868767e-05
 3.945130e-07 -1.810090e-06 -9.760273e-05  3.440502e-06  8.028058e-04  2.702331e-06 -5.040227e-04 -1.392341e-06 -3.354386e-04 -3.324603e-06
 3.710233e-05 -5.758247e-04  2.188841e-06 -1.367942e-07 -1.130219e-04  2.321695e-04 
  MODE      35
-1.256205e-04 -1.954925e-05  1.370922e-05  2.609332e-05  5.887521e-04 -4.230013e-04  8.430019e-05  4.453874e-04  2.774092e-04  3.447256e-03
 6.171656e-04  2.644119e-04 -4.790055e-05  3.586593e-03 -2.560186e-05 -4.134393e-04 -1.476228e-03 -1.229390e-03 -2.366592e-04  1.194636e-03
-4.457334e-05 -3.636498e-04 -6.094177e-04  1.056886e-04 -1.637239e-02 -4.804450e-05  3.782770e-05  1.687211e-03 -1.320127e-04  5.337407e-06
-1.413656e-04  1.928299e-03 -1.729227e-02  1.285344e-03 -9.942687e-01 -2.488520e-03 -5.908214e-04 -1.015104e-03 -8.343509e-05  1.922485e-03
 2.072828e-02  3.826673e-04  1.534030e-02  9.300022e-05 -5.002092e-03  1.859686e-04  2.304036e-03 -6.009497e-04 -3.848390e-05  2.218689e-03
-4.348807e-04  5.168565e-04 -1.391269e-04 -2.655821e-04 -9.827432e-05 -6.721956e-04 -4.604747e-04  8.655987e-04 -5.259035e-06  3.878447e-05
 1.207397e-02  5.356738e-05 -1.762733e-05  1.060963e-05  1.068963e-02  1.283258e-04  2.436687e-04  3.908920e-05 -1.604907e-03  3.439526e-04
-1.778212e-04 -8.525302e-05  3.215388e-05  8.641890e-05  5.777151e-06 -1.268333e-05  6.935620e-05  7.763753e-06  3.581973e-06 -4.889118e-06
-2.119668e-05  1.246611e-05  7.057461e-06 -3.882675e-03 -1.874927e-05 -3.631176e-06 -1.769721e-03 -1.393263e-05  1.356107e-03  1.246012e-04
 1.726122e-05  4.603497e-05  8.137032e-03  4.700433e-04 -5.673342e-06 -9.842089e-06  2.855655e-06 -1.569785e-04 -1.326617e-05  1.429813e-03
 3.227806e-03  1.153331e-03 -1.105893e-05  6.273156e-05 -5.469725e-03 -2.385060e-03  1.951520e-04  5.661876e-06  1.114468e-02 -3.016660e-05
 2.478031e-03  3.819545e-04  1.331760e-05 -2.365902e-06  1.945589e-03  1.253176e-05  9.376495e-04  2.281989e-03 -4.601199e-04 -8.483757e-06
-4.149575e-06 -2.753988e-07 -7.152239e-05  3.518832e-05  5.462839e-03  1.593019e-05  2.002277e-05 -1.565944e-04 -1.926622e-03  1.668542e-03
 1.826112e-04 -9.976287e-06 -8.952280e-03  3.330660e-03 -1.345456e-05  6.257567e-04 -5.996204e-04  7.951615e-07  9.123895e-06  2.087976e-07
-1.585202e-04  9.473059e-04  2.005444e-06 -4.015495e-05  1.515620e-06 -1.090594e-03 -1.363973e-06 -6.817011e-06 -6.950491e-07 -1.360825e-04
-1.430701e-06 -7.944567e-07 -1.031050e-03  6.310247e-06 -2.648117e-07  1.013528e-06 
  MODE      36
-4.950995e-02  2.303905e-03  5.960357e-03  1.442351e-02  2.377055e-02  2.597821e-01  4.949905e-02 -1.677752e-01  1.830835e-01 -1.123176e-01
-7.164570e-02  1.480980e-01  3.296303e-02 -6.550208e-02 -6.291466e-04 -3.237235e-01 -2.829481e-02 -4.941225e-01 -6.715130e-01  5.051372e-01
-2.169106e-02  2.533586e-02  7.153684e-01  2.711362e-01  2.555020e-02  1.026753e-03  2.986678e-03  3.692190e-01 -4.745366e-02 -7.617154e-04
-1.815328e-02  1.000000e+00 -6.436304e-02 -4.392116e-01 -3.531814e-01 -1.613058e-01 -4.016184e-01 -7.585682e-01 -8.761468e-01  6.220422e-01
 1.494893e-01  1.905642e-01  9.597159e-02  3.701718e-02 -8.905866e-02  1.065086e-01  6.379665e-01 -3.256738e-01  1.439635e-02 -1.274028e-01
-3.574231e-01  2.580456e-01 -1.324192e-01 -7.857158e-02 -7.854051e-02 -4.768602e-01 -7.346652e-01  3.204829e-01 -8.278313e-03  2.791439e-02
-3.803070e-02  1.078562e-01  1.541445e-03  2.322488e-03 -2.702457e-02  1.959822e-03  8.483775e-02  4.595787e-02  2.248046e-02  2.211797e-01
-3.119160e-01 -4.992544e-02  9.888344e-03  2.782529e-02 -2.057730e-03 -2.607279e-03  8.717933e-04 -3.881511e-04  7.779294e-03 -1.298924e-02
 1.819251e-02  1.462630e-02  4.094269e-03 -9.393444e-03 -1.217092e-02 -7.896825e-03 -3.012374e-03  6.244472e-03 -4.970570e-02  5.531451e-02
 6.787011e-03  2.616143e-02  1.099542e-03  3.609697e-03 -4.200904e-03 -4.960382e-03  3.241583e-03  1.035861e-03 -1.249333e-02  7.014622e-03
 3.812856e-03  1.208956e-03 -2.009874e-02  3.085592e-02  2.912117e-03  9.952130e-02  1.137361e-01  4.348997e-03 -3.270947e-03 -2.163205e-02
-1.963339e-02  1.075675e-02  9.003065e-03  8.726872e-03 -1.938991e-03 -1.743360e-03  1.607038e-02 -7.442502e-02 -6.677691e-02 -1.572278e-03
-2.638277e-03 -2.841351e-03  2.020796e-03  1.189041e-02 -2.416349e-02 -5.785022e-03  1.484429e-03 -7.188863e-02  6.350846e-02 -7.730560e-03
-3.837994e-04 -2.002251e-04  4.513703e-03  6.699593e-04 -1.407906e-04  2.050695e-04  4.055294e-05 -1.954254e-05 -4.396940e-06  4.253320e-06
 6.531298e-05 -3.482660e-04  1.394852e-03 -1.159629e-03 -1.266812e-04  7.436806e-05 -1.384684e-04 -1.682612e-05  1.970153e-05  1.997266e-03
-2.307731e-03  5.967545e-05  2.067283e-04 -4.033934e-06  1.158326e-05  1.449898e-04 
  MODE      37
-1.154964e-03 -2.332701e-05  2.338910e-04 -7.085959e-05  1.467055e-04 -3.628207e-03  2.394649e-03  2.238342e-03  5.419136e-03 -6.966401e-04
 6.100501e-04  3.610188e-03  1.960940e-04 -4.386724e-04 -1.981869e-03  5.248191e-03 -1.911592e-04 -1.335886e-02  8.437673e-03  1.299197e-02
 2.248776e-03  1.935667e-04 -5.528873e-03  4.166609e-03  2.106046e-04 -6.231997e-06  4.727599e-06  1.271588e-02 -1.228580e-02 -2.730561e-05
-3.043126e-04 -1.743884e-02 -4.407396e-04 -6.907479e-03 -2.475766e-03  4.184581e-02  9.940009e-01 -1.073400e-02  5.823823e-03 -1.244924e-02
 1.042837e-03  2.076741e-02  6.822822e-04  6.566715e-03 -5.886229e-04 -5.790193e-03  1.905766e-02  4.999492e-03  8.986660e-03 -8.839092e-04
 3.358517e-03  4.821550e-03  1.291340e-03 -2.246676e-03  7.937683e-04 -7.927791e-03  6.105829e-03  7.933003e-03  2.257935e-03  1.327071e-02
-2.461724e-04 -6.755469e-04  5.893103e-05  5.371539e-05 -1.730939e-04 -8.055556e-04  2.304302e-03 -4.748757e-04  1.410177e-04  3.974843e-03
 2.570753e-03 -3.949055e-03  2.753459e-04  7.307457e-04  2.809043e-05 -6.619387e-05  4.445713e-06  1.689065e-03 -4.618235e-05  1.110800e-04
-1.110233e-04  2.280312e-04 -6.753232e-04 -6.097729e-05  2.717041e-03  2.154957e-03 -1.850842e-05 -2.150588e-03 -3.879901e-04  9.023544e-04
 3.078681e-05  7.913428e-03  1.186764e-05  2.491225e-05  4.164773e-04 -2.074562e-03 -6.322685e-04  6.101514e-06 -5.082023e-04  3.514010e-05
 3.979326e-05  1.149128e-05 -1.141158e-02  2.359163e-03  1.955303e-05  8.126538e-04  1.303734e-03  1.132378e-02 -7.206957e-06 -4.790980e-04
-1.458071e-04  5.515510e-05 -2.685927e-03 -4.380716e-03 -1.186105e-05 -4.167102e-04  1.236845e-04 -6.823521e-04 -1.121154e-03  4.002780e-03
 1.203294e-02  2.066993e-03  1.038213e-05  4.308572e-03 -1.241406e-04  6.884298e-03  4.587161e-03 -1.399144e-03  5.377025e-04 -3.681289e-05
-1.759295e-06 -2.050389e-03  2.373043e-05  2.978895e-06 -1.081502e-04 -8.513388e-06 -3.818562e-08 -2.461284e-04  4.197874e-08  2.689179e-05
 1.980237e-07 -1.889253e-06  6.981950e-05 -9.872372e-06 -4.350232e-04 -5.560670e-08  4.231745e-04 -5.601783e-07 -1.411414e-04  1.320906e-05
-1.287396e-04  4.867731e-04  8.402840e-07 -1.520273e-07  1.502112e-05  1.318665e-03 
  MODE      38
 8.891189e-05  5.173327e-05 -1.554858e-04  1.940983e-04  1.581741e-05  8.203814e-03 -4.207227e-03 -5.182970e-03 -2.242212e-03 -1.107274e-04
-1.943052e-03  2.067050e-03  4.858791e-03 -4.804275e-05 -1.292861e-05 -1.108058e-02 -1.956160e-05  1.430455e-02 -1.950261e-02 -8.148128e-03
-3.555992e-04 -1.032125e-06  1.660468e-02  2.713401e-02  2.837998e-05  6.563415e-04 -2.185013e-05 -5.393846e-02 -5.988547e-04  2.360466e-02
-2.113990e-02  3.775673e-02  4.227618e-05  1.485130e-02 -1.587609e-04 -2.710712e-03 -6.976361e-03  9.949426e-01 -1.632003e-02  2.478737e-02
-5.421353e-05  2.851741e-03 -1.261673e-06  4.616951e-04  2.407974e-05  1.507176e-03 -1.083861e-01 -1.167014e-02  1.623235e-04  5.228765e-06
-8.926412e-03 -5.687731e-03 -3.160123e-03  1.094075e-02 -1.749125e-03  1.283890e-02 -1.736592e-02 -2.449061e-02 -1.024845e-04  3.897045e-04
-4.437885e-06  1.530192e-03 -1.203081e-04  1.180053e-04 -5.783727e-06  1.810887e-03  7.270111e-03  1.106736e-03  1.991071e-05 -3.745176e-03
-7.333429e-03 -7.065815e-04  1.299880e-03  5.693973e-03 -7.140425e-05 -4.206225e-04  1.382556e-06 -1.182799e-05  1.098757e-04 -2.660099e-04
 3.998890e-04 -3.714882e-04  5.752480e-05 -1.082530e-05 -1.688313e-04 -1.064816e-04 -3.326689e-06  8.643514e-05  4.665640e-05  8.682095e-04
 3.012794e-05  3.455593e-04 -1.540586e-05 -3.068160e-06 -6.539643e-05 -6.234100e-05  4.398850e-05  1.807415e-06 -1.656089e-04  1.334208e-05
-1.692504e-05  7.440580e-06 -2.650755e-04  4.184317e-04  1.030558e-06 -2.122242e-04  1.844260e-03  4.672319e-05 -1.876117e-05 -3.298203e-04
 2.239107e-05  3.541361e-05  9.375646e-05  1.354467e-04  1.292442e-06 -2.862453e-05 -1.504761e-05 -4.492939e-05 -1.227890e-03 -1.409820e-05
-4.469028e-05 -3.921695e-05  1.240244e-05  1.450686e-04 -6.810027e-05 -7.370388e-05  1.691098e-05 -1.186416e-03 -1.247489e-04 -2.890938e-05
-3.267755e-06 -2.515639e-07  1.165847e-05  3.804069e-06 -1.207984e-07 -2.169298e-06  4.419676e-07 -1.728506e-07  1.707592e-07 -2.390803e-07
 2.328848e-07  4.077376e-07  2.394457e-05  9.879982e-07 -1.940700e-07  1.986726e-07 -1.971434e-06 -9.873685e-07  1.601080e-06 -2.602383e-06
-3.756434e-05  6.916932e-07 -1.719570e-07 -1.323714e-06  1.867440e-06  1.456031e-06 
  MODE      39
-5.537554e-03  3.229306e-04  6.651161e-04  1.921898e-03  3.028393e-03  4.190417e-02  5.059998e-03 -2.472379e-02  2.025231e-02 -1.419203e-02
-2.813697e-03  1.977485e-02  4.295523e-03 -8.204059e-03 -7.632798e-05 -5.217136e-02 -3.521560e-03 -5.437734e-02 -6.422565e-02  5.582569e-02
-2.922034e-03  3.190872e-03  1.381010e-01  3.295319e-02  3.128480e-03  2.934236e-04  4.637171e-04  3.725467e-02 -6.214553e-03 -1.862873e-04
-2.743445e-03  1.486006e-01 -7.928150e-03  1.529881e-01 -4.446496e-02 -2.135192e-02 -5.298840e-02 -9.592807e-02  8.504041e-01  2.093229e-01
 1.886836e-02  2.546329e-02  1.193668e-02  4.906131e-03 -1.131849e-02  1.420718e-02  6.748928e-02 -3.792412e-02  1.992557e-03 -1.609368e-02
-4.911850e-02  2.989806e-02 -6.570030e-03 -8.407068e-03  4.259073e-03 -5.649937e-02 -9.337472e-02  3.549722e-02 -1.120575e-03  3.741739e-03
-4.832858e-03 -3.136539e-02  1.608791e-03  2.478533e-04 -3.429678e-03 -7.886590e-03  9.110936e-03  2.132529e-03  2.851366e-03  2.593171e-02
-4.308625e-02 -6.695747e-03  1.069494e-03  3.050050e-03 -4.396534e-04 -2.731668e-04  1.128227e-04 -4.397463e-05 -1.155958e-03 -2.027052e-03
 2.528544e-03  1.774680e-03  5.490078e-04 -1.188556e-03 -1.625755e-03 -1.055776e-03 -3.825253e-04  8.342385e-04 -6.248463e-03  7.425789e-03
 8.603343e-04  3.509723e-03  1.481440e-04  4.515082e-04 -5.656396e-04 -6.603318e-04  4.297634e-04  1.340017e-04 -1.674354e-03  9.026951e-04
 4.778593e-04  1.368675e-04 -2.711144e-03  4.116237e-03  3.638233e-04  1.243247e-02  1.530334e-02  5.953510e-04 -4.156570e-04 -2.895680e-03
-2.466511e-03  1.369579e-03  1.194299e-03  1.155920e-03 -2.343460e-04 -2.428630e-04  2.022130e-03 -9.410011e-03 -9.054805e-03 -2.143767e-04
-3.366015e-04 -3.815501e-04  2.532040e-04  1.599717e-03 -3.062512e-03 -7.598703e-04  1.930596e-04 -9.677700e-03  7.945611e-03 -9.830780e-04
-4.572333e-05 -2.359498e-05  5.666451e-04  8.051160e-05 -2.340180e-05  2.374660e-05  5.657241e-06 -3.324185e-06 -4.062270e-07  6.363320e-07
 8.055658e-06 -4.411404e-05  1.889500e-04 -1.463375e-04 -1.699357e-05  9.954566e-06 -1.765967e-05 -3.293772e-06  3.063075e-06  2.537804e-04
-3.082685e-04  9.991794e-06  2.537739e-05 -1.917090e-06  2.525939e-06  2.139581e-05 
  MODE      40
 2.085079e-02 -9.860256e-04 -2.531064e-03 -5.369738e-03 -9.220854e-03 -9.003311e-02 -2.216316e-02  5.479264e-02 -7.744446e-02  4.356529e-02
 2.265172e-02 -5.504322e-02 -1.242482e-02  2.544493e-02  2.176957e-04  1.130556e-01  1.097640e-02  2.102226e-01  1.962415e-01 -2.132264e-01
 7.994563e-03 -9.886589e-03 -2.869963e-01 -1.084238e-01 -1.007652e-02  1.508635e-04 -2.571340e-03 -1.645445e-01  1.772661e-02  4.049991e-04
 9.119211e-03 -4.871182e-01  2.487872e-02 -1.878781e-01  1.375766e-01  5.953002e-02  1.490200e-01  3.028683e-01  2.067830e-01  7.577431e-01
-5.851063e-02 -7.090744e-02 -3.740525e-02 -1.379212e-02  3.463195e-02 -3.956542e-02 -2.773243e-01 -9.842771e-02 -5.439197e-03  4.960084e-02
 1.296806e-01 -1.063958e-01 -1.501321e-02  3.387887e-02  3.683128e-02  1.936168e-01  2.701626e-01 -1.358012e-01  3.076673e-03 -1.035403e-02
 1.482651e-02  2.218513e-02 -3.088933e-03 -1.021342e-03  1.046779e-02  1.759271e-02 -3.618140e-02 -7.670244e-03 -8.730456e-03 -9.035144e-02
 1.138354e-01  1.852600e-02 -4.264887e-03 -1.195159e-02  6.263067e-04  1.172254e-03 -3.328522e-04  1.320768e-04  1.116136e-03  9.301527e-03
-6.608186e-03 -5.875642e-03 -1.529203e-03  3.623542e-03  4.527699e-03  2.935189e-03  1.161736e-03 -2.314497e-03  1.938995e-02 -2.044922e-02
-2.599939e-03 -9.722565e-03 -4.422805e-04 -1.407704e-03  1.555848e-03  1.833012e-03 -1.195726e-03 -3.892290e-04  4.643684e-03 -2.716324e-03
-1.509112e-03 -4.707542e-04  7.487470e-03 -1.142323e-02 -1.144763e-03 -3.896379e-02 -4.199732e-02 -1.639686e-03  1.256322e-03  8.006112e-03
 7.663627e-03 -4.165170e-03 -3.332713e-03 -3.216023e-03  7.055136e-04  6.531044e-04 -6.300373e-03  2.888524e-02  2.447449e-02  5.995939e-04
 9.579253e-04  1.054475e-03 -7.943130e-04 -4.425002e-03  9.311110e-03  2.136906e-03 -5.370841e-04  2.651700e-02 -2.485056e-02  2.985974e-03
 1.700665e-04  6.838372e-05 -1.736588e-03 -2.418136e-04  6.844769e-05 -7.444942e-05 -1.610008e-05  7.390325e-06  1.834577e-06 -1.573307e-06
-2.549380e-05  1.347988e-04 -5.145252e-04  4.536650e-04  4.788732e-05 -2.747666e-05  5.206770e-05  5.977233e-06 -6.915829e-06 -7.790702e-04
 8.551941e-04 -2.222479e-05 -7.844470e-05  1.087196e-06 -3.614807e-06 -5.328798e-05 
  MODE      41
 1.204235e-04 -5.237525e-06 -1.347992e-05 -5.922922e-05  3.452809e-04 -1.025853e-03 -6.486412e-05  6.303985e-04 -3.600134e-04  2.437631e-04
 1.897823e-04 -6.097865e-04 -8.459540e-05 -2.214460e-03  3.786517e-06  1.623947e-03  6.619387e-04  1.114317e-03  3.022224e-03 -1.137855e-03
 9.158357e-05  1.956475e-03 -2.803131e-03 -6.630796e-04 -1.584337e-02 -1.570030e-05  7.380437e-06 -8.023145e-04  2.011283e-04  3.198513e-06
 6.033282e-05 -6.028631e-03 -3.200160e-03 -2.675254e-03 -1.949525e-02  6.469481e-04  1.638715e-03  1.949849e-03  4.049526e-03 -3.661460e-03
-9.915515e-01 -5.344007e-04  5.322635e-02 -1.484809e-04 -2.332023e-02 -4.275551e-04 -1.379227e-03  1.839247e-03 -4.530388e-05  4.470559e-02
 1.633470e-03 -6.431232e-04  4.800620e-04  1.733966e-04  2.737714e-04  1.216847e-03  3.212253e-03 -7.479500e-04  4.016488e-05 -1.131048e-04
 1.402801e-02 -2.782161e-04  2.229699e-05 -3.482134e-06  1.984785e-03 -3.265818e-04 -1.917048e-04 -1.904196e-04 -5.516494e-03 -5.562661e-04
 1.355470e-03  2.089749e-04 -2.300203e-05 -6.662272e-05  1.303631e-05  4.075980e-06  1.635412e-03  3.025902e-06 -2.091494e-05  3.968854e-05
-7.065491e-05 -3.821189e-05 -1.673849e-05 -5.422844e-03  5.034151e-05  3.355906e-05 -2.224369e-03 -2.695707e-05  2.606640e-06 -2.339869e-04
 1.572788e-02 -1.079633e-04  1.631885e-03 -5.166321e-05  1.746065e-05  2.294638e-05 -1.521517e-05  1.719148e-04  5.264300e-05  6.393100e-03
-4.651377e-03  1.090890e-02  7.817463e-05 -1.354295e-04 -5.248091e-03  4.097023e-05 -4.776991e-04 -1.371596e-05  1.621269e-02  9.451519e-05
 1.951260e-03  4.475999e-03 -4.719336e-05 -4.131299e-05 -2.032820e-02  3.161392e-06  1.898453e-03  3.784142e-04  2.696067e-04  7.715731e-06
 1.887574e-05  1.405648e-05 -3.969008e-03 -5.134941e-05  9.426769e-04  2.808592e-05 -8.111451e-06  3.100587e-04  2.581036e-04 -9.852740e-03
 1.697566e-03  9.085140e-07 -3.907973e-03  3.391487e-03  5.761535e-07  6.381287e-04 -1.457949e-03 -1.566266e-07  1.726233e-05 -4.986221e-08
-1.267865e-04  9.822822e-04 -6.180748e-06 -6.918610e-05  3.446100e-07 -2.469687e-03  1.094181e-06  1.708041e-04 -8.089992e-07 -4.905915e-07
 9.254258e-06  1.603319e-07  1.280826e-03  8.271867e-05 -1.477281e-07 -1.141780e-07 
  MODE      42
 9.411846e-05  2.874440e-05 -1.020800e-05  3.829420e-04  1.516655e-04  4.323347e-03 -2.314105e-04 -2.797797e-03 -2.651094e-04 -6.972974e-04
-1.170512e-03  3.378710e-03  2.659999e-04 -3.972732e-04 -7.525204e-04 -5.715998e-03 -1.669055e-04  1.545374e-03 -1.059737e-02 -1.299322e-03
-2.772793e-04  1.435811e-04  9.966366e-03  1.132391e-03  1.297806e-04  1.019518e-04 -4.598907e-05 -3.518271e-03 -2.621080e-02 -4.782809e-06
-6.015216e-05  2.004053e-02 -3.744363e-04  8.615510e-03 -2.072541e-03 -1.642850e-03  1.194955e-02 -2.219405e-03 -1.305334e-02  1.066938e-02
 5.990557e-04 -9.923502e-01  5.291397e-04  2.126138e-02 -5.088594e-04 -5.833652e-03 -4.174732e-03 -6.065853e-03 -4.642702e-02 -7.483040e-04
